,product_hash,sales_quantity,date_of_sale,requested_delivery_date,unit_price,unit_cost
63414,3b777b775721dfa8d36de2a320a03e53,3.0,2015-04-27T00:00:00,2015-04-28,112.68,188.6
63913,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-04T00:00:00,2015-05-04,112.68,205.0
138443,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-06T00:00:00,2015-05-06,112.68,205.0
138542,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-06T00:00:00,2015-05-07,112.68,205.0
139139,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-12T00:00:00,2015-05-12,112.68,196.8
139367,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-13T00:00:00,2015-05-13,112.68,192.7
139417,3b777b775721dfa8d36de2a320a03e53,3.0,2015-05-13T00:00:00,2015-05-15,112.68,188.6
183273,3b777b775721dfa8d36de2a320a03e53,3.0,2015-05-19T00:00:00,2015-05-19,112.68,192.7
139809,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-18T00:00:00,2015-05-19,112.68,192.7
183129,3b777b775721dfa8d36de2a320a03e53,2.0,2015-05-19T00:00:00,2015-05-19,112.68,205.0
183186,3b777b775721dfa8d36de2a320a03e53,2.0,2015-05-19T00:00:00,2015-05-20,112.68,192.7
183321,3b777b775721dfa8d36de2a320a03e53,3.0,2015-05-20T00:00:00,2015-05-20,112.68,188.6
183556,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-21T00:00:00,2015-05-21,112.68,205.0
183648,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-22T00:00:00,2015-05-22,112.68,205.0
183904,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-25T00:00:00,2015-05-25,112.08,205.0
184241,3b777b775721dfa8d36de2a320a03e53,2.0,2015-05-27T00:00:00,2015-05-27,112.17,192.7
184441,3b777b775721dfa8d36de2a320a03e53,1.0,2015-05-28T00:00:00,2015-05-28,112.11,205.0
184416,3b777b775721dfa8d36de2a320a03e53,5.0,2015-05-28T00:00:00,2015-05-28,112.15,188.6
74717,3b777b775721dfa8d36de2a320a03e53,1.0,2015-06-02T00:00:00,2015-06-02,112.1,192.7
75723,3b777b775721dfa8d36de2a320a03e53,1.0,2015-06-10T00:00:00,2015-06-11,112.09,188.6
122587,3b777b775721dfa8d36de2a320a03e53,1.0,2015-06-15T00:00:00,2015-06-15,112.08,180.4
122596,3b777b775721dfa8d36de2a320a03e53,1.0,2015-06-15T00:00:00,2015-06-15,112.08,180.4
122630,3b777b775721dfa8d36de2a320a03e53,2.0,2015-06-15T00:00:00,2015-06-17,112.06,192.7
122852,3b777b775721dfa8d36de2a320a03e53,1.0,2015-06-18T00:00:00,2015-06-18,112.01,196.8
123220,3b777b775721dfa8d36de2a320a03e53,2.0,2015-06-24T00:00:00,2015-06-24,112.01,196.8
123243,3b777b775721dfa8d36de2a320a03e53,1.0,2015-06-24T00:00:00,2015-06-24,112.01,205.0
123487,3b777b775721dfa8d36de2a320a03e53,2.0,2015-06-26T00:00:00,2015-06-29,112.01,188.6
123664,3b777b775721dfa8d36de2a320a03e53,2.0,2015-06-30T00:00:00,2015-06-30,112.01,205.0
123786,3b777b775721dfa8d36de2a320a03e53,2.0,2015-07-01T00:00:00,2015-07-01,112.01,192.7
22840,3b777b775721dfa8d36de2a320a03e53,2.0,2015-07-06T00:00:00,2015-07-06,112.01,205.0
23145,3b777b775721dfa8d36de2a320a03e53,1.0,2015-07-10T00:00:00,2015-07-13,112.01,205.0
23409,3b777b775721dfa8d36de2a320a03e53,1.0,2015-07-15T00:00:00,2015-07-15,112.01,192.7
23553,3b777b775721dfa8d36de2a320a03e53,3.0,2015-07-17T00:00:00,2015-07-17,112.01,188.6
23616,3b777b775721dfa8d36de2a320a03e53,2.0,2015-07-20T00:00:00,2015-07-20,112.01,205.0
23772,3b777b775721dfa8d36de2a320a03e53,1.0,2015-07-20T00:00:00,2015-07-21,112.01,205.0
23856,3b777b775721dfa8d36de2a320a03e53,1.0,2015-07-21T00:00:00,2015-07-22,112.01,205.0
45320,3b777b775721dfa8d36de2a320a03e53,2.0,2015-07-28T00:00:00,2015-07-28,112.01,205.0
45416,3b777b775721dfa8d36de2a320a03e53,1.0,2015-07-29T00:00:00,2015-07-29,112.01,205.0
45702,3b777b775721dfa8d36de2a320a03e53,3.0,2015-07-31T00:00:00,2015-07-31,112.01,205.0
45717,3b777b775721dfa8d36de2a320a03e53,2.0,2015-07-31T00:00:00,2015-07-31,112.01,188.6
45833,3b777b775721dfa8d36de2a320a03e53,3.0,2015-08-03T00:00:00,2015-08-03,112.01,188.6
46431,3b777b775721dfa8d36de2a320a03e53,2.0,2015-08-10T00:00:00,2015-08-10,112.01,192.7
46639,3b777b775721dfa8d36de2a320a03e53,1.0,2015-08-10T00:00:00,2015-08-11,112.01,196.8
220547,3b777b775721dfa8d36de2a320a03e53,1.0,2015-08-12T00:00:00,2015-08-12,112.01,205.0
220536,3b777b775721dfa8d36de2a320a03e53,2.0,2015-08-12T00:00:00,2015-08-12,112.01,196.8
220615,3b777b775721dfa8d36de2a320a03e53,1.0,2015-08-12T00:00:00,2015-08-13,112.01,205.0
220649,3b777b775721dfa8d36de2a320a03e53,2.0,2015-08-13T00:00:00,2015-08-13,112.01,192.7
221004,3b777b775721dfa8d36de2a320a03e53,1.0,2015-08-17T00:00:00,2015-08-18,112.02,205.0
221256,3b777b775721dfa8d36de2a320a03e53,2.0,2015-08-19T00:00:00,2015-08-19,112.01,188.6
221648,3b777b775721dfa8d36de2a320a03e53,2.0,2015-08-24T00:00:00,2015-08-24,112.01,205.0
222095,3b777b775721dfa8d36de2a320a03e53,1.0,2015-08-27T00:00:00,2015-08-27,112.01,196.8
233932,3b777b775721dfa8d36de2a320a03e53,1.0,2015-08-28T00:00:00,2015-08-28,112.02,205.0
234121,3b777b775721dfa8d36de2a320a03e53,1.0,2015-08-31T00:00:00,2015-08-31,112.02,192.7
234478,3b777b775721dfa8d36de2a320a03e53,2.0,2015-09-02T00:00:00,2015-09-02,0.0,192.7
234415,3b777b775721dfa8d36de2a320a03e53,3.0,2015-09-02T00:00:00,2015-09-02,0.0,188.6
234613,3b777b775721dfa8d36de2a320a03e53,2.0,2015-09-03T00:00:00,2015-09-03,0.0,205.0
234762,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-04T00:00:00,2015-09-07,0.0,196.8
234993,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-08T00:00:00,2015-09-08,0.0,205.0
235025,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-08T00:00:00,2015-09-08,0.0,184.5
235041,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-08T00:00:00,2015-09-08,0.0,205.0
235311,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-10T00:00:00,2015-09-10,0.0,196.8
1728,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-11T00:00:00,2015-09-11,115.84,205.0
1751,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-11T00:00:00,2015-09-11,115.84,205.0
1888,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-14T00:00:00,2015-09-14,115.84,192.7
2268,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-16T00:00:00,2015-09-16,115.84,205.0
2473,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-17T00:00:00,2015-09-18,115.84,205.0
2677,3b777b775721dfa8d36de2a320a03e53,2.0,2015-09-21T00:00:00,2015-09-21,115.84,188.6
2741,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-21T00:00:00,2015-09-21,115.84,196.8
3095,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-22T00:00:00,2015-09-22,115.84,205.0
3200,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-23T00:00:00,2015-09-23,115.84,205.0
65630,3b777b775721dfa8d36de2a320a03e53,3.0,2015-09-24T00:00:00,2015-09-24,115.84,188.6
65769,3b777b775721dfa8d36de2a320a03e53,2.0,2015-09-25T00:00:00,2015-09-25,115.84,188.6
65990,3b777b775721dfa8d36de2a320a03e53,1.0,2015-09-29T00:00:00,2015-09-29,115.84,205.0
66104,3b777b775721dfa8d36de2a320a03e53,3.0,2015-09-29T00:00:00,2015-09-29,115.84,205.0
66780,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-05T00:00:00,2015-10-05,115.84,205.0
67039,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-07T00:00:00,2015-10-07,115.84,184.5
196730,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-08T00:00:00,2015-10-08,115.84,196.8
196891,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-09T00:00:00,2015-10-09,115.84,180.4
196903,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-09T00:00:00,2015-10-09,115.84,188.6
196831,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-08T00:00:00,2015-10-09,12.47,22.77
196811,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-08T00:00:00,2015-10-09,115.84,192.7
196950,3b777b775721dfa8d36de2a320a03e53,2.0,2015-10-09T00:00:00,2015-10-12,115.84,196.8
197173,3b777b775721dfa8d36de2a320a03e53,4.0,2015-10-13T00:00:00,2015-10-13,115.84,205.0
197352,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-13T00:00:00,2015-10-14,115.84,205.0
197778,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-16T00:00:00,2015-10-16,115.84,205.0
197818,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-16T00:00:00,2015-10-16,115.84,205.0
198242,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-20T00:00:00,2015-10-20,115.83,180.4
258452,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-21T00:00:00,2015-10-22,0.0,192.7
258640,3b777b775721dfa8d36de2a320a03e53,2.0,2015-10-22T00:00:00,2015-10-23,114.82,192.7
259311,3b777b775721dfa8d36de2a320a03e53,2.0,2015-10-27T00:00:00,2015-10-27,114.82,188.6
259370,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-27T00:00:00,2015-10-28,114.82,205.0
259505,3b777b775721dfa8d36de2a320a03e53,1.0,2015-10-28T00:00:00,2015-11-02,114.82,205.0
13685,3b777b775721dfa8d36de2a320a03e53,2.0,2015-11-02T00:00:00,2015-11-02,114.82,180.4
13942,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-03T00:00:00,2015-11-03,114.82,205.0
14233,3b777b775721dfa8d36de2a320a03e53,2.0,2015-11-04T00:00:00,2015-11-04,114.82,188.6
14303,3b777b775721dfa8d36de2a320a03e53,2.0,2015-11-04T00:00:00,2015-11-04,114.82,196.8
14452,3b777b775721dfa8d36de2a320a03e53,2.0,2015-11-05T00:00:00,2015-11-05,114.82,192.7
14396,3b777b775721dfa8d36de2a320a03e53,2.0,2015-11-04T00:00:00,2015-11-05,114.82,192.7
14771,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-06T00:00:00,2015-11-06,114.82,180.4
14616,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-05T00:00:00,2015-11-06,114.82,205.0
14915,3b777b775721dfa8d36de2a320a03e53,2.0,2015-11-09T00:00:00,2015-11-09,114.82,196.8
15022,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-09T00:00:00,2015-11-09,114.82,205.0
54211,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-11T00:00:00,2015-11-11,114.82,205.0
54578,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-13T00:00:00,2015-11-13,114.82,184.5
54443,3b777b775721dfa8d36de2a320a03e53,3.0,2015-11-12T00:00:00,2015-11-13,114.82,188.6
55135,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-17T00:00:00,2015-11-17,114.82,205.0
55184,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-17T00:00:00,2015-11-17,114.82,205.0
55281,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-17T00:00:00,2015-11-17,114.82,192.7
97324,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-19T00:00:00,2015-11-19,114.82,205.0
97511,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-20T00:00:00,2015-11-20,114.82,205.0
97421,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-19T00:00:00,2015-11-20,114.82,196.8
97453,3b777b775721dfa8d36de2a320a03e53,2.0,2015-11-19T00:00:00,2015-11-20,114.82,188.6
97673,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-20T00:00:00,2015-11-20,114.82,192.7
97850,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-23T00:00:00,2015-11-23,114.82,205.0
97672,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-20T00:00:00,2015-11-23,114.82,192.7
98041,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-24T00:00:00,2015-11-24,114.82,205.0
98332,3b777b775721dfa8d36de2a320a03e53,1.0,2015-11-25T00:00:00,2015-11-25,114.82,192.7
101913,3b777b775721dfa8d36de2a320a03e53,3.0,2015-11-30T00:00:00,2015-11-30,114.82,188.6
101789,3b777b775721dfa8d36de2a320a03e53,3.0,2015-11-30T00:00:00,2015-11-30,114.82,192.7
102389,3b777b775721dfa8d36de2a320a03e53,1.0,2015-12-02T00:00:00,2015-12-02,114.82,205.0
102562,3b777b775721dfa8d36de2a320a03e53,1.0,2015-12-03T00:00:00,2015-12-03,114.82,205.0
147133,3b777b775721dfa8d36de2a320a03e53,1.0,2015-12-07T00:00:00,2015-12-07,12.3,21.8592
147720,3b777b775721dfa8d36de2a320a03e53,1.0,2015-12-10T00:00:00,2015-12-10,114.02,188.6
147948,3b777b775721dfa8d36de2a320a03e53,2.0,2015-12-14T00:00:00,2015-12-14,113.98,192.7
148268,3b777b775721dfa8d36de2a320a03e53,2.0,2015-12-15T00:00:00,2015-12-15,113.94,196.8
148334,3b777b775721dfa8d36de2a320a03e53,2.0,2015-12-15T00:00:00,2015-12-15,113.94,192.7
174002,3b777b775721dfa8d36de2a320a03e53,2.0,2015-12-16T00:00:00,2015-12-16,113.91,188.6
174640,3b777b775721dfa8d36de2a320a03e53,1.0,2015-12-28T00:00:00,2015-12-28,113.83,205.0
174865,3b777b775721dfa8d36de2a320a03e53,2.0,2016-01-04T00:00:00,2016-01-04,113.83,196.8
174799,3b777b775721dfa8d36de2a320a03e53,2.0,2016-01-04T00:00:00,2016-01-04,113.83,205.0
174867,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-04T00:00:00,2016-01-04,115.76,196.8
174905,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-04T00:00:00,2016-01-04,113.83,196.8
175172,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-07T00:00:00,2016-01-07,113.83,180.4
175197,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-07T00:00:00,2016-01-07,113.83,188.6
175217,3b777b775721dfa8d36de2a320a03e53,2.0,2016-01-07T00:00:00,2016-01-07,115.4,188.6
175279,3b777b775721dfa8d36de2a320a03e53,2.0,2016-01-08T00:00:00,2016-01-08,113.84,188.6
85006,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-12T00:00:00,2016-01-12,113.83,192.7
84965,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-12T00:00:00,2016-01-12,113.83,205.0
85311,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-15T00:00:00,2016-01-15,113.84,196.8
85572,3b777b775721dfa8d36de2a320a03e53,3.0,2016-01-19T00:00:00,2016-01-19,113.84,196.8
85674,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-19T00:00:00,2016-01-19,113.84,196.8
85678,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-19T00:00:00,2016-01-20,12.19,21.4038
85937,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-21T00:00:00,2016-01-21,113.83,192.7
86007,3b777b775721dfa8d36de2a320a03e53,2.0,2016-01-22T00:00:00,2016-01-22,113.84,192.7
112390,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-26T00:00:00,2016-01-26,113.83,184.5
112318,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-26T00:00:00,2016-01-26,113.83,180.4
86528,3b777b775721dfa8d36de2a320a03e53,2.0,2016-01-26T00:00:00,2016-01-26,113.83,192.7
112479,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-27T00:00:00,2016-01-27,113.84,205.0
112586,3b777b775721dfa8d36de2a320a03e53,2.0,2016-01-28T00:00:00,2016-01-28,113.84,205.0
112545,3b777b775721dfa8d36de2a320a03e53,2.0,2016-01-27T00:00:00,2016-01-28,113.84,192.7
112861,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-29T00:00:00,2016-01-29,113.84,164.0
112830,3b777b775721dfa8d36de2a320a03e53,3.0,2016-01-29T00:00:00,2016-01-29,113.84,205.0
113126,3b777b775721dfa8d36de2a320a03e53,2.0,2016-02-01T00:00:00,2016-02-01,115.4,188.6
113043,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-01T00:00:00,2016-02-01,115.4,205.0
174537,3b777b775721dfa8d36de2a320a03e53,2.0,2015-12-22T00:00:00,2016-02-02,113.83,188.6
175312,3b777b775721dfa8d36de2a320a03e53,2.0,2016-01-08T00:00:00,2016-02-02,113.83,188.6
86032,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-22T00:00:00,2016-02-02,113.84,188.6
86048,3b777b775721dfa8d36de2a320a03e53,1.0,2016-01-22T00:00:00,2016-02-02,115.4,188.6
113398,3b777b775721dfa8d36de2a320a03e53,2.0,2016-02-03T00:00:00,2016-02-03,115.68,205.0
113504,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-03T00:00:00,2016-02-03,115.68,205.0
113760,3b777b775721dfa8d36de2a320a03e53,2.0,2016-02-04T00:00:00,2016-02-04,115.72,192.7
113903,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-04T00:00:00,2016-02-05,115.75,205.0
157581,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-08T00:00:00,2016-02-08,115.76,192.7
157778,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-09T00:00:00,2016-02-10,115.75,188.6
157807,3b777b775721dfa8d36de2a320a03e53,2.0,2016-02-10T00:00:00,2016-02-10,115.75,205.0
158761,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-17T00:00:00,2016-02-17,115.75,196.8
158649,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-17T00:00:00,2016-02-17,115.75,205.0
163991,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-19T00:00:00,2016-02-19,115.75,192.7
164067,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-19T00:00:00,2016-02-22,115.75,205.0
164557,3b777b775721dfa8d36de2a320a03e53,2.0,2016-02-24T00:00:00,2016-02-24,115.75,188.6
164578,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-24T00:00:00,2016-02-24,114.11,188.6
165462,3b777b775721dfa8d36de2a320a03e53,1.0,2016-03-02T00:00:00,2016-03-02,115.75,205.0
88463,3b777b775721dfa8d36de2a320a03e53,1.0,2016-03-03T00:00:00,2016-03-03,115.76,192.7
165041,3b777b775721dfa8d36de2a320a03e53,1.0,2016-02-29T00:00:00,2016-03-07,115.75,205.0
88816,3b777b775721dfa8d36de2a320a03e53,1.0,2016-03-07T00:00:00,2016-03-08,115.75,205.0
89006,3b777b775721dfa8d36de2a320a03e53,2.0,2016-03-08T00:00:00,2016-03-08,115.76,188.6
89816,3b777b775721dfa8d36de2a320a03e53,2.0,2016-03-14T00:00:00,2016-03-14,115.75,196.8
